full_text,entities,username,screen_name,location,is_verified,quote_count,favorite_count,retweet_count,reply_count,created_at,tweet_id
"RT @mubash_x3: #zahirjaffer, the main accused in #noormukadam case, was produced before the court sitting on a chair. According to the accused's lawyers, Zahir Jaffer's mental condition has deteriorated. https://t.co/nVrRkPQjB0 https://t.co/tIp4YZznxl","{'hashtags': [{'text': 'zahirjaffer', 'indices': [0, 12]}, {'text': 'noormukadam', 'indices': [34, 46]}], 'urls': [{'url': 'https://t.co/nVrRkPQjB0', 'expanded_url': 'https://twitter.com/FiazMahmood/status/1483015879097004033', 'display_url': 'twitter.com/FiazMahmood/st…', 'indices': [189, 212]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1483047849369739266, 'id_str': '1483047849369739266', 'indices': [213, 236], 'media_url': 'http://pbs.twimg.com/media/FJTYKVaXIAIH6do.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FJTYKVaXIAIH6do.jpg', 'url': 'https://t.co/tIp4YZznxl', 'display_url': 'pic.twitter.com/tIp4YZznxl', 'expanded_url': 'https://twitter.com/mubash_x3/status/1483047876418801664/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 635, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 635, 'h': 680, 'resize': 'fit'}, 'small': {'w': 635, 'h': 680, 'resize': 'fit'}}}]}",Feroz Butt,FerozButt8,"لاھور , پاکستان",False,0,0,0,0,Thu Jan 20 17:01:30 +0000 2022,1484209483119316994
RT @moworks1986: It’s beginning of the end for #ZahirJaffer as #NoorMukadam case takes final shape before the trail. As the #rapist and the #murderer is declared fit for the trail. It’s time to #hangzahirjaffer the bastard for good. #JusticeForNoor @justicefornoor #NoorMukadam,"{'hashtags': [{'text': 'ZahirJaffer', 'indices': [30, 42]}, {'text': 'NoorMukadam', 'indices': [46, 58]}, {'text': 'rapist', 'indices': [107, 114]}, {'text': 'murderer', 'indices': [123, 132]}, {'text': 'hangzahirjaffer', 'indices': [177, 193]}, {'text': 'JusticeForNoor', 'indices': [216, 231]}, {'text': 'NoorMukadam', 'indices': [248, 260]}], 'urls': [], 'user_mentions': [{'screen_name': 'justicefornoor', 'name': 'Justice for Noor', 'id': 1390659164322553861, 'id_str': '1390659164322553861', 'indices': [232, 247]}], 'symbols': []}",Pakistani 🇵🇰,Farooq0Z,"Islamabad, Pakistan",False,0,0,0,0,Thu Jan 20 17:00:23 +0000 2022,1484209199550799873
"RT @Mujeebtalks: This Dramay Baaz ""Zahir Jaffer"" should be hanged.
Zahir Jaffer should be hanged.
Zahir Jaffer should be hanged.
Zahir Jaffer should be hanged.
Zahir Jaffer should be hanged.
Zahir Jaffer should be hanged.
Zahir Jaffer should be hanged.
#zahirjaffer #JusticeForNoor 
#noormukaddam https://t.co/n3iO55Tj8R","{'hashtags': [{'text': 'zahirjaffer', 'indices': [236, 248]}, {'text': 'JusticeForNoor', 'indices': [249, 264]}, {'text': 'noormukaddam', 'indices': [266, 279]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484127330104754184, 'id_str': '1484127330104754184', 'indices': [280, 303], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484127330104754184/pu/img/QcmqSaQyUCFimHp_.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484127330104754184/pu/img/QcmqSaQyUCFimHp_.jpg', 'url': 'https://t.co/n3iO55Tj8R', 'display_url': 'pic.twitter.com/n3iO55Tj8R', 'expanded_url': 'https://twitter.com/Mujeebtalks/status/1484127393673531397/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 14419, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484127330104754184/pu/pl/J8RKPwfGtdTc5MIE.m3u8?tag=12&container=fmp4'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484127330104754184/pu/vid/480x270/J91pn8FFFIjOAKa_.mp4?tag=12'}]}, 'sizes': {'medium': {'w': 480, 'h': 270, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 270, 'resize': 'fit'}, 'large': {'w': 480, 'h': 270, 'resize': 'fit'}}}]}",Pakistani 🇵🇰,Farooq0Z,"Islamabad, Pakistan",False,0,0,0,0,Thu Jan 20 17:00:03 +0000 2022,1484209115693993985
"RT @HamzaAzhrSalam: Zahir Jaffer brought to court in a stretcher in a new drama to show that he is mentally unstable. It seems elements of the police and medical board are fully cooperating with the Jaffer family. 

#JusticeForNoor #NoorMukadam #ZahirJaffer #Zahir #ZakirJaffer https://t.co/CXyavJlkZn","{'hashtags': [{'text': 'JusticeForNoor', 'indices': [196, 211]}, {'text': 'NoorMukadam', 'indices': [212, 224]}, {'text': 'ZahirJaffer', 'indices': [225, 237]}, {'text': 'Zahir', 'indices': [238, 244]}, {'text': 'ZakirJaffer', 'indices': [245, 257]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484109064812564484, 'id_str': '1484109064812564484', 'indices': [258, 281], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484109064812564484/pu/img/CT4veXEyJDzHgbQl.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484109064812564484/pu/img/CT4veXEyJDzHgbQl.jpg', 'url': 'https://t.co/CXyavJlkZn', 'display_url': 'pic.twitter.com/CXyavJlkZn', 'expanded_url': 'https://twitter.com/HamzaAzhrSalam/status/1484109250804781058/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [20, 11], 'duration_millis': 21632, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484109064812564484/pu/vid/490x270/3EGKDYbGYXPJ8mrw.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484109064812564484/pu/vid/640x352/rqPCjhy_ktxK9-7_.mp4?tag=12'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484109064812564484/pu/pl/LsLYBxLUx9n882Ja.m3u8?tag=12&container=fmp4'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 640, 'h': 352, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 352, 'resize': 'fit'}, 'large': {'w': 640, 'h': 352, 'resize': 'fit'}}}]}",Pakistani 🇵🇰,Farooq0Z,"Islamabad, Pakistan",False,0,0,0,0,Thu Jan 20 16:59:53 +0000 2022,1484209074086588424
"RT @babyjalebiz: This is so sad to see. 
Noor’s moral character is not on trial here, Zahir is. 
#justicefornoor #zahirjaffer https://t.co/G0aXiQTath","{'hashtags': [{'text': 'justicefornoor', 'indices': [80, 95]}, {'text': 'zahirjaffer', 'indices': [96, 108]}], 'urls': [{'url': 'https://t.co/G0aXiQTath', 'expanded_url': 'https://twitter.com/chrysalisaurora/status/1483317411411595264', 'display_url': 'twitter.com/chrysalisauror…', 'indices': [109, 132]}], 'user_mentions': [], 'symbols': []}",Pakistani 🇵🇰,Farooq0Z,"Islamabad, Pakistan",False,0,0,0,0,Thu Jan 20 16:59:41 +0000 2022,1484209026267332612
"RT @Green_Alchemist: 6 months after Noor's murder, medical authorities have declared #ZahirJaffer physically and mentally fit to stand trial. 

Another Jaffer/Adamjee tactic thwarted. 

Maro, haramio. 

#JusticeForNoor 
#FuckZahirJaffer
#NoorMukadam https://t.co/iCbnKs4qZZ","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [64, 76]}, {'text': 'JusticeForNoor', 'indices': [182, 197]}, {'text': 'FuckZahirJaffer', 'indices': [199, 215]}, {'text': 'NoorMukadam', 'indices': [216, 228]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484197464269721603, 'id_str': '1484197464269721603', 'indices': [229, 252], 'media_url': 'http://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'url': 'https://t.co/iCbnKs4qZZ', 'display_url': 'pic.twitter.com/iCbnKs4qZZ', 'expanded_url': 'https://twitter.com/Green_Alchemist/status/1484197467121987585/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 408, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 800, 'h': 480, 'resize': 'fit'}}}]}",Pakistani 🇵🇰,Farooq0Z,"Islamabad, Pakistan",False,0,0,0,0,Thu Jan 20 16:59:28 +0000 2022,1484208972454313990
"First they bring him on a wheel chair and today, on a stretcher. 
I wonder what new lows #zahirjaffer Lawyers are achieving. 

I pray next time he's brought in a coffin.","{'hashtags': [{'text': 'zahirjaffer', 'indices': [89, 101]}], 'urls': [], 'user_mentions': [], 'symbols': []}",MastiRizviie,Mustafa_Rizvii,"Islamabad, Pakistan",False,0,0,1,1,Thu Jan 20 16:56:38 +0000 2022,1484208257870798850
"RT @Kan__Fatima: All institutions police, courts, departments are supporting this retard.
That’s the reason Pakistani judiciary ranked 130 out of 139. 
#zahirjaffer 

https://t.co/al2XMTFDuN","{'hashtags': [{'text': 'zahirjaffer', 'indices': [135, 147]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484108528243642370, 'id_str': '1484108528243642370', 'indices': [150, 173], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484108528243642370/pu/img/qU847Dn91BEHRyZT.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484108528243642370/pu/img/qU847Dn91BEHRyZT.jpg', 'url': 'https://t.co/al2XMTFDuN', 'display_url': 'pic.twitter.com/al2XMTFDuN', 'expanded_url': 'https://twitter.com/SAMAATV/status/1484108611974352896/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 14419, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484108528243642370/pu/pl/brQhNnkT4hzTi6PY.m3u8?tag=12&container=fmp4'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484108528243642370/pu/vid/480x270/XyBgKMis99LtRjjF.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484108528243642370/pu/vid/640x360/uDWsMnXakMvFEyw0.mp4?tag=12'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'source_status_id': 1484108611974352896, 'source_status_id_str': '1484108611974352896', 'source_user_id': 22127823, 'source_user_id_str': '22127823'}]}",Haibat Khan,HaibatK35548742,چیچاوطنی,False,0,0,0,0,Thu Jan 20 16:50:47 +0000 2022,1484206785758212106
It is a very welcoming sign that this 'monster' did not get 'clean chit' from medical board... hope justice is done without any hiccup #zahirjaffer https://t.co/iTy3qUSpec,"{'hashtags': [{'text': 'zahirjaffer', 'indices': [135, 147]}], 'urls': [{'url': 'https://t.co/iTy3qUSpec', 'expanded_url': 'https://twitter.com/saqibbashir156/status/1484131435208454146', 'display_url': 'twitter.com/saqibbashir156…', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': []}",Zulqernain Tahir,zulqerr,Lahore,True,0,0,0,0,Thu Jan 20 16:50:06 +0000 2022,1484206611430322177
RT @moworks1986: It’s beginning of the end for #ZahirJaffer as #NoorMukadam case takes final shape before the trail. As the #rapist and the #murderer is declared fit for the trail. It’s time to #hangzahirjaffer the bastard for good. #JusticeForNoor @justicefornoor #NoorMukadam,"{'hashtags': [{'text': 'ZahirJaffer', 'indices': [30, 42]}, {'text': 'NoorMukadam', 'indices': [46, 58]}, {'text': 'rapist', 'indices': [107, 114]}, {'text': 'murderer', 'indices': [123, 132]}, {'text': 'hangzahirjaffer', 'indices': [177, 193]}, {'text': 'JusticeForNoor', 'indices': [216, 231]}, {'text': 'NoorMukadam', 'indices': [248, 260]}], 'urls': [], 'user_mentions': [{'screen_name': 'justicefornoor', 'name': 'Justice for Noor', 'id': 1390659164322553861, 'id_str': '1390659164322553861', 'indices': [232, 247]}], 'symbols': []}",SKhan,SKhan33087288,,False,0,0,0,0,Thu Jan 20 16:41:14 +0000 2022,1484204380018679808
"RT @ShamilaGhyas: Murderer #ZahirJaffer's lawyer Sikander Zulqarnain Saleem spent today saying his 'bechara' client is so mentally unwell, he can't even stand up
He spent the rest of the time flinging mud at #NoorMukadam's character in front of her father

Jaisa murderer &amp; parents, waisahi lawyer","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [9, 21]}, {'text': 'NoorMukadam', 'indices': [190, 202]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Rizwan Maqsood,BrovaPova,,False,0,0,0,0,Thu Jan 20 16:40:08 +0000 2022,1484204105232961540
"RT @MFChaudhryy: If #zahirjaffer and #UsmanMirza get away with their crimes despite having all the evidences and forensics against them.
To apny justice system per inna lillah parh laini chahiye.","{'hashtags': [{'text': 'zahirjaffer', 'indices': [3, 15]}, {'text': 'UsmanMirza', 'indices': [20, 31]}], 'urls': [], 'user_mentions': [], 'symbols': []}",farid ahmad,farid46368,"Rochdale, England",False,0,0,0,0,Thu Jan 20 16:39:35 +0000 2022,1484203968045662211
"whatever,, just hang him. simple 
#zahirjaffer","{'hashtags': [{'text': 'zahirjaffer', 'indices': [34, 46]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Farhat Naseem,FarhatNaseem46,Pakistan,False,0,0,0,0,Thu Jan 20 16:37:50 +0000 2022,1484203526595223556
"RT @ShamilaGhyas: Update : As predicted earlier by many, murderer Zahir Jaffer was taken to court in a stretcher today.

What do you think will come next in the drama? An ambulance?

#NoorMukadam #ZahirJaffer https://t.co/0iBS6LlbOf","{'hashtags': [{'text': 'NoorMukadam', 'indices': [165, 177]}, {'text': 'ZahirJaffer', 'indices': [178, 190]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484164353951731725, 'id_str': '1484164353951731725', 'indices': [191, 214], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484164353951731725/pu/img/JHP2OXQXfAh3WL8C.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484164353951731725/pu/img/JHP2OXQXfAh3WL8C.jpg', 'url': 'https://t.co/0iBS6LlbOf', 'display_url': 'pic.twitter.com/0iBS6LlbOf', 'expanded_url': 'https://twitter.com/ShamilaGhyas/status/1484164404950315011/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 12032, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484164353951731725/pu/vid/480x270/Im6enEB3GL1_0csu.mp4?tag=12'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484164353951731725/pu/pl/c282R9XfJU7aecol.m3u8?tag=12&container=fmp4'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484164353951731725/pu/vid/1280x720/36PZhxjZ5RhtaPY4.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484164353951731725/pu/vid/640x360/_hbtmScpCrAVEQU1.mp4?tag=12'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",Rizwan Maqsood,BrovaPova,,False,0,0,0,0,Thu Jan 20 16:36:31 +0000 2022,1484203194636984325
"RT @1ASalman: Noor Muqaddam Case: Islamabad Police produced accused Zahir Jaffer on a stretcher in the court room. This case has become a challenge for the state and the judiciary.
#zahirjaffer https://t.co/foaSbCJl1F","{'hashtags': [{'text': 'zahirjaffer', 'indices': [167, 179]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484184667293057031, 'id_str': '1484184667293057031', 'indices': [180, 203], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484184667293057031/pu/img/Zz6EDYhkxuBwr8qu.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484184667293057031/pu/img/Zz6EDYhkxuBwr8qu.jpg', 'url': 'https://t.co/foaSbCJl1F', 'display_url': 'pic.twitter.com/foaSbCJl1F', 'expanded_url': 'https://twitter.com/1ASalman/status/1484185040510619651/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [20, 11], 'duration_millis': 21632, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484184667293057031/pu/pl/7jZKPJqqVxvGbiw6.m3u8?tag=12&container=fmp4'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484184667293057031/pu/vid/490x270/HnEsiFjIkFQ7wf1P.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484184667293057031/pu/vid/640x352/Ss-9sZb8SLwT_ASq.mp4?tag=12'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 640, 'h': 352, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 352, 'resize': 'fit'}, 'large': {'w': 640, 'h': 352, 'resize': 'fit'}}}]}",Rizwan Maqsood,BrovaPova,,False,0,0,0,0,Thu Jan 20 16:34:42 +0000 2022,1484202738082795520
"RT @ThePakDaily: Despite being declared mentally fit by doctors in Adiala Jail, Zahir Jaffer arrives in court in a stretcher purportedly showing he is mentally unwell. 

#ZahirJaffer #NoorMukadam #JusticeForNoor #NoorNeedsJustice https://t.co/7mRl7x7KVK","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [153, 165]}, {'text': 'NoorMukadam', 'indices': [166, 178]}, {'text': 'JusticeForNoor', 'indices': [179, 194]}, {'text': 'NoorNeedsJustice', 'indices': [195, 212]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484137263256813571, 'id_str': '1484137263256813571', 'indices': [213, 236], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1484137263256813571/pu/img/5SUNfSKWptasMOFV.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1484137263256813571/pu/img/5SUNfSKWptasMOFV.jpg', 'url': 'https://t.co/7mRl7x7KVK', 'display_url': 'pic.twitter.com/7mRl7x7KVK', 'expanded_url': 'https://twitter.com/ThePakDaily/status/1484137338628456449/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 12052, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484137263256813571/pu/vid/640x360/XdRLlw4qroy9DsTr.mp4?tag=12'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484137263256813571/pu/vid/480x270/ee2dBSkwjZ5eDYE0.mp4?tag=12'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1484137263256813571/pu/pl/siySJ6n6Utw4X1jx.m3u8?tag=12&container=fmp4'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1484137263256813571/pu/vid/1280x720/Y9XEj8lTcZSCJsbj.mp4?tag=12'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",Rizwan Maqsood,BrovaPova,,False,0,0,0,0,Thu Jan 20 16:32:15 +0000 2022,1484202119934717953
"RT @Green_Alchemist: Have you ""abused"" #ZahirJaffer on social media today? If not, do your civic duty and remind the Jaffer/Adamjees that we will not remain silent. 

Fuck Zahir Jaffer and the entire system of protecting the heirs of rich moguls, landlords, etc.

#JusticeForNoor 
#NoorMukadam https://t.co/ixZH3IVJ5G","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [18, 30]}, {'text': 'JusticeForNoor', 'indices': [243, 258]}, {'text': 'NoorMukadam', 'indices': [260, 272]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1483073790192013314, 'id_str': '1483073790192013314', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/FJTvwSgWUAIakaC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FJTvwSgWUAIakaC.jpg', 'url': 'https://t.co/ixZH3IVJ5G', 'display_url': 'pic.twitter.com/ixZH3IVJ5G', 'expanded_url': 'https://twitter.com/Green_Alchemist/status/1483073798924640259/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 917, 'h': 656, 'resize': 'fit'}, 'large': {'w': 917, 'h': 656, 'resize': 'fit'}, 'small': {'w': 680, 'h': 486, 'resize': 'fit'}}}]}",Rizwan Maqsood,BrovaPova,,False,0,0,0,0,Thu Jan 20 16:31:28 +0000 2022,1484201925776187398
"RT @MFChaudhryy: If #zahirjaffer and #UsmanMirza get away with their crimes despite having all the evidences and forensics against them.
To apny justice system per inna lillah parh laini chahiye.","{'hashtags': [{'text': 'zahirjaffer', 'indices': [3, 15]}, {'text': 'UsmanMirza', 'indices': [20, 31]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Zeus,AdeelED,"Lahore, Islamabad, Stockholm",False,0,0,0,0,Thu Jan 20 16:30:42 +0000 2022,1484201730107748358
RT @hisban_memon: #UsmanMirza and #ZahirJaffer will be Punished. Insha'ALLAH. Usman Mirza's case is being followed up by the state and Zahir too will not be allowed to escape. @ImranKhanPTI had said it he will ensure justice and we believe in him https://t.co/MaNM0riR9C,"{'hashtags': [{'text': 'UsmanMirza', 'indices': [0, 11]}, {'text': 'ZahirJaffer', 'indices': [16, 28]}], 'urls': [{'url': 'https://t.co/MaNM0riR9C', 'expanded_url': 'https://twitter.com/zainaconda/status/1484181542301753344', 'display_url': 'twitter.com/zainaconda/sta…', 'indices': [229, 252]}], 'user_mentions': [{'screen_name': 'ImranKhanPTI', 'name': 'Imran Khan', 'id': 122453931, 'id_str': '122453931', 'indices': [158, 171]}], 'symbols': []}",The Marvel,TheDefe83355027,,False,0,0,0,0,Thu Jan 20 16:25:29 +0000 2022,1484200416548204549
"RT @Green_Alchemist: 6 months after Noor's murder, medical authorities have declared #ZahirJaffer physically and mentally fit to stand trial. 

Another Jaffer/Adamjee tactic thwarted. 

Maro, haramio. 

#JusticeForNoor 
#FuckZahirJaffer
#NoorMukadam https://t.co/iCbnKs4qZZ","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [64, 76]}, {'text': 'JusticeForNoor', 'indices': [182, 197]}, {'text': 'FuckZahirJaffer', 'indices': [199, 215]}, {'text': 'NoorMukadam', 'indices': [216, 228]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484197464269721603, 'id_str': '1484197464269721603', 'indices': [229, 252], 'media_url': 'http://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'url': 'https://t.co/iCbnKs4qZZ', 'display_url': 'pic.twitter.com/iCbnKs4qZZ', 'expanded_url': 'https://twitter.com/Green_Alchemist/status/1484197467121987585/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 408, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 800, 'h': 480, 'resize': 'fit'}}}]}",GoneGirl,GoneGir24989614,,False,0,0,0,0,Thu Jan 20 16:21:51 +0000 2022,1484199504207355908
"Q. Find the commons among #Zardari #NawazSharif &amp; #ZahirJaffer 
Elaborate your findings with the help of pictures/ venn diagrams/ audio /video. @Ronin212 @NaikRooh @SalooDurrani","{'hashtags': [{'text': 'Zardari', 'indices': [26, 34]}, {'text': 'NawazSharif', 'indices': [35, 47]}, {'text': 'ZahirJaffer', 'indices': [54, 66]}], 'urls': [], 'user_mentions': [{'screen_name': 'Ronin212', 'name': 'Svengali', 'id': 1306732022, 'id_str': '1306732022', 'indices': [148, 157]}, {'screen_name': 'NaikRooh', 'name': 'پاکستانی رینچ 👨🏾\u200d🔧', 'id': 715092872618500096, 'id_str': '715092872618500096', 'indices': [158, 167]}, {'screen_name': 'SalooDurrani', 'name': 'Count de Monet', 'id': 265132306, 'id_str': '265132306', 'indices': [168, 181]}], 'symbols': []}",Faraz Ahmed Jan,FarazAhmedJan,,False,0,0,0,0,Thu Jan 20 16:17:22 +0000 2022,1484198374131867649
"6 months after Noor's murder, medical authorities have declared #ZahirJaffer physically and mentally fit to stand trial. 

Another Jaffer/Adamjee tactic thwarted. 

Maro, haramio. 

#JusticeForNoor 
#FuckZahirJaffer
#NoorMukadam https://t.co/iCbnKs4qZZ","{'hashtags': [{'text': 'ZahirJaffer', 'indices': [64, 76]}, {'text': 'JusticeForNoor', 'indices': [182, 197]}, {'text': 'FuckZahirJaffer', 'indices': [199, 215]}, {'text': 'NoorMukadam', 'indices': [216, 228]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1484197464269721603, 'id_str': '1484197464269721603', 'indices': [229, 252], 'media_url': 'http://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FJjtuupVEAMhU_P.jpg', 'url': 'https://t.co/iCbnKs4qZZ', 'display_url': 'pic.twitter.com/iCbnKs4qZZ', 'expanded_url': 'https://twitter.com/Green_Alchemist/status/1484197467121987585/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 408, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 480, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 800, 'h': 480, 'resize': 'fit'}}}]}",H. N. Awan #JusticeForNoor,Green_Alchemist,"Lahore, Pakistan",False,0,0,4,1,Thu Jan 20 16:13:45 +0000 2022,1484197467121987585
