full_text,entities,username,screen_name,location,is_verified,quote_count,favorite_count,retweet_count,reply_count,created_at,tweet_id
"#Motorwaycase Result 0
#Islamabad police case Result 0
#usmanmirza case Result 0
#noormuqaddam Result 0
And so many other now this #minarepakistan incident results hmabko pta.
Lanat hai hmari gandi soch py ye Pakistan Nam ka pak Hai.","{'hashtags': [{'text': 'Motorwaycase', 'indices': [0, 13]}, {'text': 'Islamabad', 'indices': [23, 33]}, {'text': 'usmanmirza', 'indices': [55, 66]}, {'text': 'noormuqaddam', 'indices': [81, 94]}, {'text': 'minarepakistan', 'indices': [131, 146]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Abdul Aleem Naeem Jalali ✌️,Chotajalali,lahore,False,0,0,0,1,Wed Aug 18 05:16:19 +0000 2021,1427861899841052676
"On a normal day, in broad daylight! It took 2 f**king hours for the help to arrive. I don't even want to think what the women went through that night all alone. #motorwayincident","{'hashtags': [{'text': 'motorwayincident', 'indices': [161, 178]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Mrs Hamza Sohail,ItsMashuPesho,Pakistan,False,0,0,0,1,Wed Aug 18 04:42:15 +0000 2021,1427853322959167488
"Every day there is new case #motorwayincident
#justiceforzainab
#JusticeForAyesha
#justicefoefatima
And the list goes on and on and still public hanging is bad. Fuck you
#400men","{'hashtags': [{'text': 'motorwayincident', 'indices': [28, 45]}, {'text': 'justiceforzainab', 'indices': [46, 63]}, {'text': 'JusticeForAyesha', 'indices': [64, 81]}, {'text': 'justicefoefatima', 'indices': [82, 99]}, {'text': '400men', 'indices': [170, 177]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Aiman,WakeUpAiman,"Multan, Pakistan",False,0,0,0,1,Tue Aug 17 20:36:45 +0000 2021,1427731142724276230
"RT @AbidZainaa: I can't believe seriously.....
Kitna giro gy jahanumi .....
#motorwayincident #RapistPMLN 
#RapistStonnedToDeath https://t.co/I1ttpTnjYH","{'hashtags': [{'text': 'motorwayincident', 'indices': [60, 77]}, {'text': 'RapistPMLN', 'indices': [78, 89]}, {'text': 'RapistStonnedToDeath', 'indices': [91, 112]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1306137705709998081, 'id_str': '1306137705709998081', 'indices': [113, 136], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1306137705709998081/pu/img/Qgtv9xHva4f8tyDl.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1306137705709998081/pu/img/Qgtv9xHva4f8tyDl.jpg', 'url': 'https://t.co/I1ttpTnjYH', 'display_url': 'pic.twitter.com/I1ttpTnjYH', 'expanded_url': 'https://twitter.com/AbidZainaa/status/1306137760789663744/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 640, 'h': 640, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 640, 'resize': 'fit'}, 'small': {'w': 640, 'h': 640, 'resize': 'fit'}}}]}",Shahjahan Gillani,ShahjahanGilla3,,False,0,0,0,0,Thu Aug 12 15:14:23 +0000 2021,1425838080800563205
"RT @dilSaiPakistani: It's not the country to be blamed ;  rather they are acts of laws and enforcement  agencies by releasing the accused/guilty one on Bail 
1/2
#DontBlamePakistan
#motorwayIncident
#HangRapistsPublically 
#Hang_RapistsInPublic","{'hashtags': [{'text': 'DontBlamePakistan', 'indices': [141, 159]}, {'text': 'motorwayIncident', 'indices': [160, 177]}, {'text': 'HangRapistsPublically', 'indices': [178, 200]}, {'text': 'Hang_RapistsInPublic', 'indices': [202, 223]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Fayaz Sahito,FayazSahito4,,False,0,0,0,0,Tue Aug 10 17:21:53 +0000 2021,1425145391369031680
"RT @AbidZainaa: I can't believe seriously.....
Kitna giro gy jahanumi .....
#motorwayincident #RapistPMLN 
#RapistStonnedToDeath https://t.co/I1ttpTnjYH","{'hashtags': [{'text': 'motorwayincident', 'indices': [60, 77]}, {'text': 'RapistPMLN', 'indices': [78, 89]}, {'text': 'RapistStonnedToDeath', 'indices': [91, 112]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1306137705709998081, 'id_str': '1306137705709998081', 'indices': [113, 136], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1306137705709998081/pu/img/Qgtv9xHva4f8tyDl.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1306137705709998081/pu/img/Qgtv9xHva4f8tyDl.jpg', 'url': 'https://t.co/I1ttpTnjYH', 'display_url': 'pic.twitter.com/I1ttpTnjYH', 'expanded_url': 'https://twitter.com/AbidZainaa/status/1306137760789663744/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 640, 'h': 640, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 640, 'resize': 'fit'}, 'small': {'w': 640, 'h': 640, 'resize': 'fit'}}}]}",Muneer,muneertanoli1,dubai,False,0,0,0,0,Tue Aug 10 16:48:46 +0000 2021,1425137057589039115
"RT @SanamMKhi: I really want to believe their hearts are in the right place, but wtf? This is cringe-worthy. And can someone explain why the celebrities felt the need to have their own protest against #motorwayincident vs getting more support for the first one? https://t.co/Ezjwpu2opU","{'hashtags': [{'text': 'motorwayincident', 'indices': [186, 203]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1305811309838163970, 'id_str': '1305811309838163970', 'indices': [247, 270], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1305811309838163970/pu/img/3dRkqQOyurs2y03a.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1305811309838163970/pu/img/3dRkqQOyurs2y03a.jpg', 'url': 'https://t.co/Ezjwpu2opU', 'display_url': 'pic.twitter.com/Ezjwpu2opU', 'expanded_url': 'https://twitter.com/SanamMKhi/status/1305811385775874048/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 25357, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1305811309838163970/pu/vid/360x640/V2RBB_YJnPeLoAWd.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1305811309838163970/pu/pl/IDj2ZsEkdohf6cop.m3u8?tag=10'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1305811309838163970/pu/vid/320x568/RI4nsfeH3tUmJA6k.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1305811309838163970/pu/vid/720x1280/EfeeVL2s2MOUWUXp.mp4?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}",Yusrabutt🇵🇸,tipuburgeer,,False,0,0,0,0,Mon Aug 09 20:26:55 +0000 2021,1424829565009121283
"this broken my heart 💔 hope that justice will be served and the rapists will be made out to be an example for the rest.
This should be the end of it, 
MAKE OUR COUNTRY SAFE FOR EVERYONE!!
#motorwayincident #Pakistan","{'hashtags': [{'text': 'motorwayincident', 'indices': [188, 205]}, {'text': 'Pakistan', 'indices': [206, 215]}], 'urls': [], 'user_mentions': [], 'symbols': []}",𝑺𝒊𝒌𝒂𝒏𝒅𝒂𝒓 𝑺𝒂𝒋𝒋𝒂𝒅,SikandarSajja19,,False,0,0,0,0,Mon Aug 09 20:19:58 +0000 2021,1424827816756011011
"RT @IAimaBaig: Shudder to think it has now come down to this.

📸 : @Tooba_Sd

#motorwayincident #motorwayrape #Punjab #Pakistan https://t.co/VTkL3KKzQ4","{'hashtags': [{'text': 'motorwayincident', 'indices': [63, 80]}, {'text': 'motorwayrape', 'indices': [81, 94]}, {'text': 'Punjab', 'indices': [95, 102]}, {'text': 'Pakistan', 'indices': [103, 112]}], 'urls': [], 'user_mentions': [{'screen_name': 'Tooba_Sd', 'name': 'Tooba Syed', 'id': 66721653, 'id_str': '66721653', 'indices': [52, 61]}], 'symbols': [], 'media': [{'id': 1305095154953523200, 'id_str': '1305095154953523200', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EhyhIPUWkAA2tMx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhyhIPUWkAA2tMx.jpg', 'url': 'https://t.co/VTkL3KKzQ4', 'display_url': 'pic.twitter.com/VTkL3KKzQ4', 'expanded_url': 'https://twitter.com/IAimaBaig/status/1305095170036301825/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 576, 'h': 1024, 'resize': 'fit'}}}]}",Kainat Arif,KainatArif20,,False,0,0,0,0,Thu Aug 05 15:21:49 +0000 2021,1423303236300288005
"RT @mediagag: 1. There is little evidence of capital punishment being a deterrence

2. In Pakistan less than 4% of rape cases lead to conviction

3. In the case of #motorwayincident no one would've been convicted because there weren't four witnesses

But sure, ask for #PublicHangingOfRapists https://t.co/dwXeIk0Tk3","{'hashtags': [{'text': 'motorwayincident', 'indices': [150, 167]}, {'text': 'PublicHangingOfRapists', 'indices': [255, 278]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1303976922372857861, 'id_str': '1303976922372857861', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1079, 'h': 1314, 'resize': 'fit'}, 'medium': {'w': 985, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 558, 'h': 680, 'resize': 'fit'}}}, {'id': 1303976926378328066, 'id_str': '1303976926378328066', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 488, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 775, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 775, 'resize': 'fit'}}}, {'id': 1303976930597797888, 'id_str': '1303976930597797888', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'small': {'w': 667, 'h': 680, 'resize': 'fit'}}}]}",dugdugi,gulabjaanam,جہنم,False,0,0,0,0,Tue Aug 03 07:39:54 +0000 2021,1422462213751779335
"RT @mediagag: 1. There is little evidence of capital punishment being a deterrence

2. In Pakistan less than 4% of rape cases lead to conviction

3. In the case of #motorwayincident no one would've been convicted because there weren't four witnesses

But sure, ask for #PublicHangingOfRapists https://t.co/dwXeIk0Tk3","{'hashtags': [{'text': 'motorwayincident', 'indices': [150, 167]}, {'text': 'PublicHangingOfRapists', 'indices': [255, 278]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1303976922372857861, 'id_str': '1303976922372857861', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1079, 'h': 1314, 'resize': 'fit'}, 'medium': {'w': 985, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 558, 'h': 680, 'resize': 'fit'}}}, {'id': 1303976926378328066, 'id_str': '1303976926378328066', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 488, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 775, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 775, 'resize': 'fit'}}}, {'id': 1303976930597797888, 'id_str': '1303976930597797888', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'small': {'w': 667, 'h': 680, 'resize': 'fit'}}}]}",ProgressivePakistani,ProgPakistani,,False,0,0,0,0,Tue Aug 03 07:31:15 +0000 2021,1422460038942126080
"RT @mediagag: 1. There is little evidence of capital punishment being a deterrence

2. In Pakistan less than 4% of rape cases lead to conviction

3. In the case of #motorwayincident no one would've been convicted because there weren't four witnesses

But sure, ask for #PublicHangingOfRapists https://t.co/dwXeIk0Tk3","{'hashtags': [{'text': 'motorwayincident', 'indices': [150, 167]}, {'text': 'PublicHangingOfRapists', 'indices': [255, 278]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1303976922372857861, 'id_str': '1303976922372857861', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGiVXYAUu6U5.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1079, 'h': 1314, 'resize': 'fit'}, 'medium': {'w': 985, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 558, 'h': 680, 'resize': 'fit'}}}, {'id': 1303976926378328066, 'id_str': '1303976926378328066', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioGxQWAAIlIe-.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 488, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 775, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 775, 'resize': 'fit'}}}, {'id': 1303976930597797888, 'id_str': '1303976930597797888', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhioHA-WAAAuHBW.jpg', 'url': 'https://t.co/dwXeIk0Tk3', 'display_url': 'pic.twitter.com/dwXeIk0Tk3', 'expanded_url': 'https://twitter.com/mediagag/status/1303976933538103296/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1101, 'resize': 'fit'}, 'small': {'w': 667, 'h': 680, 'resize': 'fit'}}}]}",Talat Aslam,titojourno,,False,0,0,0,0,Tue Aug 03 07:28:38 +0000 2021,1422459378163200019
"RT @advancingyou: I really enjoyed this interview on @learningnowtv with @ebase 
discussing #HerAllies &amp; the reasons why I wrote it which included many but specifically the horrific #motorwayincident back home. I also talk about  #consent #manels and more 🙌🏾 @ColinSteed https://t.co/WXjfLgArRZ","{'hashtags': [{'text': 'HerAllies', 'indices': [74, 84]}, {'text': 'motorwayincident', 'indices': [168, 185]}, {'text': 'consent', 'indices': [216, 224]}, {'text': 'manels', 'indices': [225, 232]}], 'urls': [], 'user_mentions': [{'screen_name': 'learningnowtv', 'name': 'Learning Now TV', 'id': 2591810651, 'id_str': '2591810651', 'indices': [35, 49]}, {'screen_name': 'ebase', 'name': 'Nigel Paine', 'id': 7065382, 'id_str': '7065382', 'indices': [55, 61]}, {'screen_name': 'ColinSteed', 'name': 'Colin Steed', 'id': 43867893, 'id_str': '43867893', 'indices': [245, 256]}], 'symbols': [], 'media': [{'id': 1420998602764259329, 'id_str': '1420998602764259329', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'small': {'w': 680, 'h': 361, 'resize': 'fit'}}}, {'id': 1420998607520608262, 'id_str': '1420998607520608262', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 384, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 608, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 608, 'resize': 'fit'}}}]}",Irfan Ali,irfan_2610,United Kingdom,False,0,0,0,0,Fri Jul 30 11:31:05 +0000 2021,1421070839471083521
"RT @advancingyou: I really enjoyed this interview on @learningnowtv with @ebase 
discussing #HerAllies &amp; the reasons why I wrote it which included many but specifically the horrific #motorwayincident back home. I also talk about  #consent #manels and more 🙌🏾 @ColinSteed https://t.co/WXjfLgArRZ","{'hashtags': [{'text': 'HerAllies', 'indices': [74, 84]}, {'text': 'motorwayincident', 'indices': [168, 185]}, {'text': 'consent', 'indices': [216, 224]}, {'text': 'manels', 'indices': [225, 232]}], 'urls': [], 'user_mentions': [{'screen_name': 'learningnowtv', 'name': 'Learning Now TV', 'id': 2591810651, 'id_str': '2591810651', 'indices': [35, 49]}, {'screen_name': 'ebase', 'name': 'Nigel Paine', 'id': 7065382, 'id_str': '7065382', 'indices': [55, 61]}, {'screen_name': 'ColinSteed', 'name': 'Colin Steed', 'id': 43867893, 'id_str': '43867893', 'indices': [245, 256]}], 'symbols': [], 'media': [{'id': 1420998602764259329, 'id_str': '1420998602764259329', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'small': {'w': 680, 'h': 361, 'resize': 'fit'}}}, {'id': 1420998607520608262, 'id_str': '1420998607520608262', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 384, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 608, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 608, 'resize': 'fit'}}}]}",CareerExcel,CareerExcelCrew,"England, United Kingdom",False,0,0,0,0,Fri Jul 30 08:03:06 +0000 2021,1421018499330228229
"I really enjoyed this interview on @learningnowtv with @ebase 
discussing #HerAllies &amp; the reasons why I wrote it which included many but specifically the horrific #motorwayincident back home. I also talk about  #consent #manels and more 🙌🏾 @ColinSteed https://t.co/WXjfLgArRZ","{'hashtags': [{'text': 'HerAllies', 'indices': [74, 84]}, {'text': 'motorwayincident', 'indices': [168, 185]}, {'text': 'consent', 'indices': [216, 224]}, {'text': 'manels', 'indices': [225, 232]}], 'urls': [], 'user_mentions': [{'screen_name': 'learningnowtv', 'name': 'Learning Now TV', 'id': 2591810651, 'id_str': '2591810651', 'indices': [35, 49]}, {'screen_name': 'ebase', 'name': 'Nigel Paine', 'id': 7065382, 'id_str': '7065382', 'indices': [55, 61]}, {'screen_name': 'ColinSteed', 'name': 'Colin Steed', 'id': 43867893, 'id_str': '43867893', 'indices': [245, 256]}], 'symbols': [], 'media': [{'id': 1420998602764259329, 'id_str': '1420998602764259329', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hms1AXEAEltTX.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 572, 'resize': 'fit'}, 'small': {'w': 680, 'h': 361, 'resize': 'fit'}}}, {'id': 1420998607520608262, 'id_str': '1420998607520608262', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7hmtGuXMAY8Rxv.jpg', 'url': 'https://t.co/WXjfLgArRZ', 'display_url': 'pic.twitter.com/WXjfLgArRZ', 'expanded_url': 'https://twitter.com/advancingyou/status/1420998609273765891/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 384, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 608, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 608, 'resize': 'fit'}}}]}",Hira Ali,advancingyou,,False,0,0,2,1,Fri Jul 30 06:44:03 +0000 2021,1420998609273765891
"RT @sw2092: Hang the rapists in public to make them instance and focus on character building of the society using all possible means💯

#PublicHangingOfRapists #motorwayincident #Motorway #WarAgainstrape #Todaytheyrapedwomen
#HangRapist #hangtilldeath https://t.co/N33rpyMkfx","{'hashtags': [{'text': 'PublicHangingOfRapists', 'indices': [123, 146]}, {'text': 'motorwayincident', 'indices': [147, 164]}, {'text': 'Motorway', 'indices': [165, 174]}, {'text': 'WarAgainstrape', 'indices': [175, 190]}, {'text': 'Todaytheyrapedwomen', 'indices': [191, 211]}, {'text': 'HangRapist', 'indices': [212, 223]}, {'text': 'hangtilldeath', 'indices': [224, 238]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1304247374613798912, 'id_str': '1304247374613798912', 'indices': [239, 262], 'media_url': 'http://pbs.twimg.com/media/EhmeE7cXYAA7QbU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhmeE7cXYAA7QbU.jpg', 'url': 'https://t.co/N33rpyMkfx', 'display_url': 'pic.twitter.com/N33rpyMkfx', 'expanded_url': 'https://twitter.com/sw2092/status/1304247383694471169/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 754, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1440, 'h': 905, 'resize': 'fit'}, 'small': {'w': 680, 'h': 427, 'resize': 'fit'}}}]}",.,superhighstakes,Earth,False,0,0,0,0,Thu Jul 29 17:01:58 +0000 2021,1420791722783739909
"RT @UsmanIq98148973: Hang the rapists publicly! 
This is not an option now, this is the only solution!!
#WarAgainstRape
#hangrapistspublicly 
#motorwayincident
#PublicHangingOfRapists 
#HangRapists https://t.co/h9o9ETGFWB","{'hashtags': [{'text': 'WarAgainstRape', 'indices': [83, 98]}, {'text': 'hangrapistspublicly', 'indices': [99, 119]}, {'text': 'motorwayincident', 'indices': [121, 138]}, {'text': 'PublicHangingOfRapists', 'indices': [139, 162]}, {'text': 'HangRapists', 'indices': [164, 176]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1304063641059196928, 'id_str': '1304063641059196928', 'indices': [177, 200], 'media_url': 'http://pbs.twimg.com/media/Ehj2-OnWAAAbgBk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehj2-OnWAAAbgBk.jpg', 'url': 'https://t.co/h9o9ETGFWB', 'display_url': 'pic.twitter.com/h9o9ETGFWB', 'expanded_url': 'https://twitter.com/UsmanIq98148973/status/1304063644205023233/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",.,superhighstakes,Earth,False,0,0,0,0,Thu Jul 29 17:01:32 +0000 2021,1420791612746211329
"Had you actually really believed this, you would have condemned the remarks made by the CCPO Lahore after the #MotorwayIncident","{'hashtags': [{'text': 'MotorwayIncident', 'indices': [110, 127]}], 'urls': [], 'user_mentions': [], 'symbols': []}",Hassan #FreePalestine,whorishbutt,,False,0,0,0,0,Tue Jul 27 23:00:29 +0000 2021,1420157172655210510
