created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,possibly_sensitive
Wed Oct 07 17:10:15 +0000 2020,1313889388800086017,1313889388800086017,@goldennswann @luvethereal @LORELAISDIARY @emoniklaus @elenasupremacy @yongiejoonie TRANS LIVES MATTER… https://t.co/bWF6gHmd8K,"[84, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,1.313888625139028e+18,1313888625139027968,1.1399838328312013e+18,1139983832831201280,,"{'id': 1305828064639610880, 'id_str': '1305828064639610880', 'name': 'ًellie ia era', 'screen_name': 'heartilydelena', 'location': 'my bff sam ᥫ᭡ she/her', 'url': 'http://heartilydelena.carrd.co', 'description': 'that’s your way to a vampire’s heart', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1504, 'friends_count': 780, 'listed_count': 41, 'favourites_count': 35965, 'statuses_count': 24620, 'created_at': 'Tue Sep 15 11:17:33 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1399939240805343237/f0wGInr__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1399939240805343237/f0wGInr__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1305828064639610880/1621650420', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': '@goldennswann @luvethereal @LORELAISDIARY @emoniklaus @elenasupremacy @yongiejoonie TRANS LIVES MATTER\n#JusticeforGulPanra @_dracosapple_ @sapphicbeklena @laurasalvatcre @del3nas @lcvepierce', 'display_text_range': [84, 190], 'entities': {'hashtags': [{'text': 'JusticeforGulPanra', 'indices': [103, 122]}], 'urls': [], 'user_mentions': [{'screen_name': 'elenasupremacy', 'name': 'Elena Gilbert Salvatore', 'id': 1317099471503765505, 'id_str': '1317099471503765505', 'indices': [54, 69]}, {'screen_name': 'laurasalvatcre', 'name': 'laura♥︎', 'id': 1288138060715249665, 'id_str': '1288138060715249665', 'indices': [154, 169]}], 'symbols': []}}",0,0,0,1,"{'hashtags': [], 'urls': [{'url': 'https://t.co/bWF6gHmd8K', 'expanded_url': 'https://twitter.com/i/web/status/1313889388800086017', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}], 'user_mentions': [{'screen_name': 'elenasupremacy', 'name': 'Elena Gilbert Salvatore', 'id': 1317099471503765505, 'id_str': '1317099471503765505', 'indices': [54, 69]}], 'symbols': []}",False,False,low,fr,[{'tag': None}],,,,,,
Sun Oct 04 19:20:13 +0000 2020,1312834932864098304,1312834932864098304,"RT @ImSanajaved: Every single day we see justice Hashtags.
My question is how long are we supposed to raise voice on Social media?
My quest…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1077529988709126146, 'id_str': '1077529988709126146', 'name': 'Khan G', 'screen_name': 'KhanG16694914', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 269, 'friends_count': 4923, 'listed_count': 0, 'favourites_count': 13154, 'statuses_count': 6230, 'created_at': 'Tue Dec 25 11:42:23 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1423322954084016136/RiEmtt6M_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1423322954084016136/RiEmtt6M_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1077529988709126146/1627495237', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ImSanajaved', 'name': 'SANA JAVED', 'id': 784792574754164736, 'id_str': '784792574754164736', 'indices': [3, 15]}], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'created_at': 'Wed Sep 09 09:44:50 +0000 2020', 'id': 1303630433708642304, 'id_str': '1303630433708642304', 'text': 'Every single day we see justice Hashtags.\nMy question is how long are we supposed to raise voice on Social media?\nM… https://t.co/cZyUCQjY8g', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 784792574754164736, 'id_str': '784792574754164736', 'name': 'SANA JAVED', 'screen_name': 'ImSanajaved', 'location': 'Karachi, Pakistan', 'url': None, 'description': ""'She has always been art and her life is an exhibit of strength and courage."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 31758, 'friends_count': 45, 'listed_count': 7, 'favourites_count': 381, 'statuses_count': 944, 'created_at': 'Sat Oct 08 16:28:25 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1458856296795578372/qtqPOprc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1458856296795578372/qtqPOprc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/784792574754164736/1588137300', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'Every single day we see justice Hashtags.\nMy question is how long are we supposed to raise voice on Social media?\nMy question is when Government and institutions will wake up?\n\nWhere is the so called human rights Minister @ShireenMazari1?\n\nShame on this system\n#JusticeforGulPanra https://t.co/fnt4zRHzby', 'display_text_range': [0, 280], 'entities': {'hashtags': [{'text': 'JusticeforGulPanra', 'indices': [261, 280]}], 'urls': [], 'user_mentions': [{'screen_name': 'ShireenMazari1', 'name': 'Shireen Mazari', 'id': 481156800, 'id_str': '481156800', 'indices': [222, 237]}], 'symbols': [], 'media': [{'id': 1303630425483550720, 'id_str': '1303630425483550720', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/Ehds9w1WoAA8sc8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehds9w1WoAA8sc8.jpg', 'url': 'https://t.co/fnt4zRHzby', 'display_url': 'pic.twitter.com/fnt4zRHzby', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303630433708642304/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 715, 'h': 715, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 715, 'h': 715, 'resize': 'fit'}}}, {'id': 1303630430239944704, 'id_str': '1303630430239944704', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/Ehds-CjXcAACG-Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehds-CjXcAACG-Z.jpg', 'url': 'https://t.co/fnt4zRHzby', 'display_url': 'pic.twitter.com/fnt4zRHzby', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303630433708642304/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1303630425483550720, 'id_str': '1303630425483550720', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/Ehds9w1WoAA8sc8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehds9w1WoAA8sc8.jpg', 'url': 'https://t.co/fnt4zRHzby', 'display_url': 'pic.twitter.com/fnt4zRHzby', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303630433708642304/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 715, 'h': 715, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 715, 'h': 715, 'resize': 'fit'}}}, {'id': 1303630430239944704, 'id_str': '1303630430239944704', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/Ehds-CjXcAACG-Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehds-CjXcAACG-Z.jpg', 'url': 'https://t.co/fnt4zRHzby', 'display_url': 'pic.twitter.com/fnt4zRHzby', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303630433708642304/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}}, 'quote_count': 4, 'reply_count': 14, 'retweet_count': 53, 'favorite_count': 197, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/cZyUCQjY8g', 'expanded_url': 'https://twitter.com/i/web/status/1303630433708642304', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,,,
Sun Oct 04 19:20:07 +0000 2020,1312834903973781509,1312834903973781509,"RT @ImSanajaved: Gulpanra a Transgender activist Was shot dead Today.#Transgender rights are human rights. 
'All Humanbeings are Born free…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1077529988709126146, 'id_str': '1077529988709126146', 'name': 'Khan G', 'screen_name': 'KhanG16694914', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 269, 'friends_count': 4923, 'listed_count': 0, 'favourites_count': 13154, 'statuses_count': 6230, 'created_at': 'Tue Dec 25 11:42:23 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1423322954084016136/RiEmtt6M_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1423322954084016136/RiEmtt6M_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1077529988709126146/1627495237', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [{'text': 'Transgender', 'indices': [69, 81]}], 'urls': [], 'user_mentions': [{'screen_name': 'ImSanajaved', 'name': 'SANA JAVED', 'id': 784792574754164736, 'id_str': '784792574754164736', 'indices': [3, 15]}], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'created_at': 'Wed Sep 09 10:13:37 +0000 2020', 'id': 1303637677892304896, 'id_str': '1303637677892304896', 'text': ""Gulpanra a Transgender activist Was shot dead Today.#Transgender rights are human rights. \n'All Humanbeings are Bor… https://t.co/WEfEK5hHnW"", 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 784792574754164736, 'id_str': '784792574754164736', 'name': 'SANA JAVED', 'screen_name': 'ImSanajaved', 'location': 'Karachi, Pakistan', 'url': None, 'description': ""'She has always been art and her life is an exhibit of strength and courage."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 31758, 'friends_count': 45, 'listed_count': 7, 'favourites_count': 381, 'statuses_count': 944, 'created_at': 'Sat Oct 08 16:28:25 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1458856296795578372/qtqPOprc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1458856296795578372/qtqPOprc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/784792574754164736/1588137300', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': ""Gulpanra a Transgender activist Was shot dead Today.#Transgender rights are human rights. \n'All Humanbeings are Born free and Equal in #dignity and rights’ As a community we fail to Comprehend that we do not have to understand someone’s identity to respect it.\n#JusticeforGulPanra https://t.co/hiu5jepNW0"", 'display_text_range': [0, 280], 'entities': {'hashtags': [{'text': 'Transgender', 'indices': [52, 64]}, {'text': 'dignity', 'indices': [135, 143]}, {'text': 'JusticeforGulPanra', 'indices': [261, 280]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1303637674172059648, 'id_str': '1303637674172059648', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EhdzjsTXkAAxvWO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhdzjsTXkAAxvWO.jpg', 'url': 'https://t.co/hiu5jepNW0', 'display_url': 'pic.twitter.com/hiu5jepNW0', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303637677892304896/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1303637674172059648, 'id_str': '1303637674172059648', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EhdzjsTXkAAxvWO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhdzjsTXkAAxvWO.jpg', 'url': 'https://t.co/hiu5jepNW0', 'display_url': 'pic.twitter.com/hiu5jepNW0', 'expanded_url': 'https://twitter.com/ImSanajaved/status/1303637677892304896/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}}}]}}, 'quote_count': 3, 'reply_count': 4, 'retweet_count': 38, 'favorite_count': 154, 'entities': {'hashtags': [{'text': 'Transgender', 'indices': [52, 64]}], 'urls': [{'url': 'https://t.co/WEfEK5hHnW', 'expanded_url': 'https://twitter.com/i/web/status/1303637677892304896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,,,
Sun Oct 04 08:51:13 +0000 2020,1312676639852105728,1312676639852105728,"RT @BushraB31852670: Everyday, everybody is fighting for #justice
#JusticeForShaheenaShaheen 
#justiceForSaima 
#JusticeForMarwah 
#Justice…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1305086221639716869, 'id_str': '1305086221639716869', 'name': 'InnocentGirl', 'screen_name': 'sba72490', 'location': None, 'url': None, 'description': 'Justice for shaheena shaheen', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 54, 'friends_count': 10, 'listed_count': 0, 'favourites_count': 312, 'statuses_count': 313, 'created_at': 'Sun Sep 13 10:10:12 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1305558294564679685/FmFbtBEZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1305558294564679685/FmFbtBEZ_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [{'text': 'justice', 'indices': [57, 65]}, {'text': 'JusticeForShaheenaShaheen', 'indices': [66, 92]}, {'text': 'justiceForSaima', 'indices': [94, 110]}, {'text': 'JusticeForMarwah', 'indices': [112, 129]}], 'urls': [], 'user_mentions': [{'screen_name': 'BushraB31852670', 'name': 'Bushra Batool', 'id': 1199929240361349120, 'id_str': '1199929240361349120', 'indices': [3, 19]}], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'created_at': 'Tue Sep 22 17:40:21 +0000 2020', 'id': 1308461144659685377, 'id_str': '1308461144659685377', 'text': 'Everyday, everybody is fighting for #justice\n#JusticeForShaheenaShaheen \n#justiceForSaima \n#JusticeForMarwah… https://t.co/7rYHygzeqW', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1199929240361349120, 'id_str': '1199929240361349120', 'name': 'Bushra Batool', 'screen_name': 'BushraB31852670', 'location': 'Lahore, Pakistan', 'url': 'https://www.instagram.com/bba_456', 'description': ""I'm a fighter & a lover.\nRealistic but an aspiring advocate of humanity.\nDeath is cheap but humanity is priceless. Not a supporter of any political party!!!"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 191, 'friends_count': 66, 'listed_count': 2, 'favourites_count': 2002, 'statuses_count': 859, 'created_at': 'Thu Nov 28 05:53:35 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1300928044664848385/1SdthiCb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1300928044664848385/1SdthiCb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1199929240361349120/1600570274', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': ""Everyday, everybody is fighting for #justice\n#JusticeForShaheenaShaheen \n#justiceForSaima \n#JusticeForMarwah \n#JusticeforGulPanra \n#JusticeForNaheed \n#JusticeForUmeRubab \nCrimes of all sorts are everywhere but justice can't be seen anywhere.\nThis is  our future Rasiyat-i-Madina. https://t.co/vpiJSb8E12"", 'display_text_range': [0, 279], 'entities': {'hashtags': [{'text': 'justice', 'indices': [36, 44]}, {'text': 'JusticeForShaheenaShaheen', 'indices': [45, 71]}, {'text': 'justiceForSaima', 'indices': [73, 89]}, {'text': 'JusticeForMarwah', 'indices': [91, 108]}, {'text': 'JusticeforGulPanra', 'indices': [110, 129]}, {'text': 'JusticeForNaheed', 'indices': [131, 148]}, {'text': 'JusticeForUmeRubab', 'indices': [150, 169]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1308461142340186116, 'id_str': '1308461142340186116', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EiiWefeWsAQ-2az.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiiWefeWsAQ-2az.jpg', 'url': 'https://t.co/vpiJSb8E12', 'display_url': 'pic.twitter.com/vpiJSb8E12', 'expanded_url': 'https://twitter.com/BushraB31852670/status/1308461144659685377/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}, 'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1308461142340186116, 'id_str': '1308461142340186116', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EiiWefeWsAQ-2az.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiiWefeWsAQ-2az.jpg', 'url': 'https://t.co/vpiJSb8E12', 'display_url': 'pic.twitter.com/vpiJSb8E12', 'expanded_url': 'https://twitter.com/BushraB31852670/status/1308461144659685377/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}, 'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}}}]}}, 'quote_count': 1, 'reply_count': 4, 'retweet_count': 12, 'favorite_count': 18, 'entities': {'hashtags': [{'text': 'justice', 'indices': [36, 44]}, {'text': 'JusticeForShaheenaShaheen', 'indices': [45, 71]}, {'text': 'justiceForSaima', 'indices': [73, 89]}, {'text': 'JusticeForMarwah', 'indices': [91, 108]}], 'urls': [{'url': 'https://t.co/7rYHygzeqW', 'expanded_url': 'https://twitter.com/i/web/status/1308461144659685377', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,,,
